phecode_category,endpoint,phecode_string,ukb_n,ukb_n_1,ukb_n_2,ukb_n_3,ukb_n_4,ukb_n_5,ukb_n_6,ukb_n_7,ukb_n_8,ukb_n_9,ukb_n_10,ukb_ratio,epic_n,epic_n_1,epic_n_2,epic_n_3,epic_n_4,epic_n_5,epic_n_6,epic_n_7,epic_n_8,epic_n_9,epic_n_10,epic_ratio
GI,phecode_542-1,Fibrosis and cirrhosis of liver,230,6,7,14,12,17,11,26,30,40,67,11.16849158359209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_542-2,Fatty liver disease (FLD),1860,133,139,153,162,187,172,211,224,213,266,2.0003286230693393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_542-3,Hepatic failure,153,3,11,9,8,9,8,17,14,24,50,16.66938908853316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_542-4,Portal hypertension,122,2,6,4,8,4,10,22,14,20,32,16.002613098154498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_545,Nonspecific abnormal results of function study of liver,1835,122,118,149,154,155,165,216,209,229,318,2.606990719921508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_546,Other disorders of liver,996,56,55,84,79,75,122,121,133,127,144,2.5714285714285716,123,5,7,10,13,5,8,23,16,19,12,2.403324099722992
GI,phecode_546-3,Hepatomegaly,116,11,3,11,9,6,10,9,16,20,21,1.909402852049911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_550,Disorders of the gallbladder,2696,178,209,213,258,272,255,313,313,312,373,2.095859588521105,271,22,27,26,22,23,22,29,26,37,32,1.4565998972778633
GI,phecode_550-1,Gallstones [Cholelithiasis],2347,140,174,163,209,240,244,256,279,278,364,2.600437121721587,244,19,23,23,18,22,15,30,23,33,33,1.736842105263158
GI,phecode_550-2,Cholecystitis,616,54,54,45,65,59,64,53,69,67,86,1.5928548340865152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_550-4,Cholesterolosis of gallbladder,195,16,22,14,22,14,16,17,22,27,25,1.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_552,Other diseases of biliary tract,476,27,26,38,44,35,51,49,66,72,68,2.518930782148985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_552-1,Cholangitis,175,8,5,14,25,18,13,16,24,32,20,2.500408429995099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_552-2,Obstruction of bile duct,205,4,15,16,16,9,20,23,44,23,35,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_554,Diseases of the pancreas,578,29,26,35,49,45,61,69,88,82,94,3.241910596906103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_554-1,Pancreatitis,338,15,14,34,27,37,36,37,40,43,55,3.6672674640886993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_554-11,Acute pancreatitis,300,16,13,30,26,21,31,42,38,41,42,2.6254300458715596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_554-2,Cyst and pseudocyst of pancreas,142,7,2,9,13,14,10,17,23,24,23,3.285714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_555,Ascites,386,13,20,22,18,41,34,44,49,63,82,6.308722976370035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_556,Other symptoms involving the digestive system and abdomen,3284,301,292,300,329,303,341,302,371,352,393,1.3058694372458404,527,41,60,65,63,49,45,45,48,44,49,1.1968028541044904
GI,phecode_556-3,"Abdominal or pelvic swelling, mass, or lump",806,61,66,90,76,78,82,80,94,94,85,1.3936723365385135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_556-8,Nonspecific abnormal findings in stool contents,2638,161,184,233,233,239,251,294,325,341,377,2.342008654084162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_557,Gastrointestinal hemorrhage,4657,358,398,402,448,478,457,522,489,495,610,1.7042104404295078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_557-1,Hematemesis,333,22,14,18,28,29,28,37,46,45,66,3.0004920452681647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_557-2,Blood in stool,686,31,33,47,48,62,65,74,90,107,129,4.161974295348985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_557-8,Hemorrhage of rectum and anus,3161,328,316,316,321,330,302,310,314,320,304,0.9269906524591975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_558,Abnormal findings on diagnostic imaging of the digestive tract,1518,70,86,119,125,147,155,167,193,231,225,3.2148184982595724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GI,phecode_559,"Other disease of digestive system, NOS",273,17,20,25,32,31,28,37,26,30,27,1.5882352941176472,506,41,41,38,43,62,57,38,53,59,59,1.4410426572708925
Genitourinary,phecode_580,Glomerular diseases,320,15,23,18,16,26,29,36,33,51,73,4.866666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_580-3,Nephrotic syndrome,182,15,19,18,11,16,17,17,18,27,24,1.6002618229422354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_581,Renal tubulo-interstitial diseases,1180,109,88,94,99,108,134,115,123,134,176,1.6149455677694526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_581-1,Pyelonephritis,295,21,28,36,31,27,19,27,44,28,34,1.6193129496964305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_581-11,Acute pyelonephritis,245,16,11,30,27,30,35,18,24,29,25,1.5627559796854522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_581-3,Obstructive and reflux uropathy,754,36,42,59,64,67,80,88,99,103,116,3.2227507152880284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_581-31,Hydronephrosis,656,33,34,57,50,66,67,78,84,84,103,3.121723543811042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_581-33,Stricture or kinking of ureter,170,19,18,12,9,14,14,14,25,17,28,1.4739250873178371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_582,Acute kidney failure,2259,32,66,90,127,145,200,266,326,403,604,18.8780876819892,470,6,20,18,25,24,47,58,68,84,116,19.360073766712773
Genitourinary,phecode_583,Chronic kidney disease,3206,96,107,137,197,273,383,400,448,524,641,6.678208178908355,485,14,12,13,28,35,46,73,66,74,111,7.939552829442026
Genitourinary,phecode_583-1,"End stage renal disease [CDK, stage 5]",187,3,5,5,10,11,14,19,25,35,60,20.000000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_584,Renal failure,453,17,16,13,30,39,42,52,53,85,106,6.235294117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_585,Kidney stone disease,1084,71,64,77,96,104,132,118,146,131,145,2.042595549852456,106,3,5,6,4,13,8,11,11,14,14,4.673175267317526
Genitourinary,phecode_585-1,Renal colic,403,30,25,33,26,36,42,47,44,46,74,2.467075461274997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_586,Other disorders of the kidney and ureters,1317,52,64,67,105,117,128,164,190,207,223,4.289165950672192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_586-2,Cyst of kidney,799,32,36,35,65,74,80,94,114,142,127,3.969398912688032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_588,Disorders and findings from impaired renal function,144,4,2,10,5,17,7,20,29,27,23,5.750941388343157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_588-2,Abnormal results of function study of kidney,125,1,2,10,4,11,8,21,21,27,20,20.00327278677794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_591,Urinary tract infection,5891,309,403,493,556,594,592,682,719,776,767,2.482642949574075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_592,Cystitis and urethritis,1673,60,95,113,139,148,178,190,198,276,276,4.600793787748058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_592-1,Cystitis,1617,49,85,118,129,131,181,180,197,277,270,5.511151340371115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_592-11,Acute cystitis,303,9,10,23,22,28,39,41,43,47,41,4.556307669730156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_592-12,Chronic cystitis,154,12,12,10,10,10,13,19,21,22,25,2.0836740256200597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_593,Hematuria,8104,631,659,730,825,899,899,853,840,901,867,1.3742505630160982,286,19,20,20,20,25,28,34,31,30,23,1.2122960911049552
Genitourinary,phecode_593-1,Gross hematuria,373,15,27,16,27,27,36,46,54,63,62,4.134009377385236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_593-2,Microscopic hematuria,729,58,76,87,73,74,69,71,72,69,80,1.379310344827586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_593-3,Recurrent and persistent hematuria*,125,9,8,17,17,9,11,11,12,16,15,1.6669390868475533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_594,Abnormality of urination,8299,484,632,624,718,864,870,930,1029,1025,1123,2.3202479338842976,515,18,21,27,38,43,53,49,67,78,94,5.229577464788732
Genitourinary,phecode_594-1,Retention of urine,2385,40,89,104,143,209,203,266,359,420,552,13.802277227722772,420,14,23,16,28,20,44,51,56,69,82,5.86531181510261
Genitourinary,phecode_594-11,Urinary hesitancy,146,3,5,11,5,9,12,12,21,33,35,11.668573607932876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_594-2,Dysuria,2364,103,165,193,223,231,236,271,286,344,312,3.029637286008901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_594-3,Urinary incontinence,2945,117,207,235,244,281,304,351,392,371,443,3.7869733517215534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_594-31,Urge incontinence,910,48,72,87,72,96,109,118,108,95,105,2.1878600823045264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_594-32,Stress incontinence,883,20,32,36,78,89,100,125,129,122,152,7.601276452804837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_594-4,Frequency of urination and polyuria,3918,241,270,308,337,423,406,457,463,494,519,2.153895662440567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_594-41,Nocturia,1366,49,60,69,111,111,117,165,194,233,257,5.245764741196429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_594-6,Urinary urgency,1515,83,112,127,140,174,180,182,182,179,156,1.8798275089161387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_596,Other disorders of bladder,2356,121,147,157,195,220,245,267,310,340,354,2.926108333597822,200,9,6,10,12,19,25,23,17,27,37,4.116934214667926
Genitourinary,phecode_596-1,Bladder neck obstruction,293,9,5,6,23,15,27,30,52,55,71,7.89018363513686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_596-2,Overactive bladder,1229,72,93,125,125,135,155,151,151,111,111,1.5419208154742279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_596-3,Diverticulum of bladder,164,4,4,6,12,14,15,21,20,35,33,8.251348039215687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_596-5,Neuromuscular dysfunction of bladder,127,10,10,8,11,10,13,13,14,16,22,2.2003598887616556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_597,Other disorders of urethra and urinary tract,594,25,33,41,56,65,66,62,76,89,81,3.240532544378698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_597-1,Urethral stricture,406,16,17,24,32,32,48,48,54,65,70,4.375717683727034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_597-5,Urethral caruncle,118,3,3,4,9,8,15,11,20,26,19,6.334368022654251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_599,Other symptoms/disorders or the urinary system,6422,467,437,545,598,656,689,719,720,764,827,1.7711825328951973,655,30,25,31,47,52,67,74,79,87,111,3.705285714285714
Genitourinary,phecode_600,Benign prostatic hyperplasia,3509,118,168,276,328,355,408,424,472,468,492,4.171098265895953,435,33,27,29,30,28,46,36,50,43,31,0.9425783256291731
Genitourinary,phecode_601,Inflammatory diseases of prostate,485,38,48,44,56,50,60,44,52,47,46,1.2109657082815932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_601-1,Prostatitis,485,36,49,49,56,47,63,46,43,51,45,1.250453720508167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_601-11,Acute prostatitis,138,10,11,16,21,14,5,15,15,16,15,1.5005380200860834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_601-12,Chronic prostatitis,170,9,12,11,11,29,17,19,21,25,16,1.7784161180929583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_602,Other disorders of prostate,1425,47,89,109,140,171,158,162,191,188,170,3.6183389528349417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_602-4,Elevated prostate specific antigen [PSA],1116,39,65,95,122,105,150,127,157,136,120,3.078036693671873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_603,Disorders and symptoms of testis,1360,131,137,108,151,125,113,134,143,150,168,1.2829433112251283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_603-1,Hydrocele,317,29,33,30,37,22,28,27,33,48,30,1.034856893433934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_603-2,Spermatocele,420,37,44,35,46,48,45,29,41,49,46,1.2436996467833472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_603-5,Orchitis and epididymitis,579,60,60,66,64,54,56,55,51,55,58,0.967023633677991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_603-6,Scrotal pain*,480,4,5,11,26,28,51,57,71,96,131,32.75540696714545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_604,Disorders of penis,1020,126,110,92,92,114,81,104,118,94,89,0.7066115946130805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_604-1,Redundant prepuce and phimosis,183,23,20,14,12,19,23,18,14,22,18,0.7828907168037603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_604-3,Peyronie's disease,191,24,16,17,19,24,14,14,22,25,16,0.6669074274708078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_604-5,Balanoposthitis,439,45,55,45,35,44,48,40,31,52,44,0.978131916777335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_605,Male sexual dysfuction,3249,223,293,279,311,336,351,355,369,367,365,1.6374228813801377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_605-1,Male erectile dysfunction,3239,217,296,282,311,331,347,355,368,369,363,1.6734767228843195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_608,Other disorders of male genital organs,2485,221,265,244,242,243,253,244,264,266,243,1.0999834936719761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_608-1,Abnormal findings in semen,1398,10,26,48,58,93,128,174,217,294,350,35.005780346820806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_610,Benign mammary dysplasias,377,33,27,22,27,32,30,34,42,57,73,2.212827960112305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_610-1,Cystic mastopathy,277,17,17,11,14,24,21,17,37,49,70,4.1189330198038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_613,Other nonmalignant breast conditions,2213,229,208,231,207,200,197,212,219,241,269,1.1750686686745657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_613-1,Inflammatory disease of breast,255,30,21,22,19,29,21,24,18,30,41,1.3670875680114978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_613-5,Mastodynia,1646,140,145,131,157,174,165,167,181,168,218,1.5571428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_613-7,Other signs and symptoms in breast,583,67,64,60,42,54,54,54,67,59,62,0.9256560365400146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_614,Inflammatory diseases of female pelvic organs,1665,161,139,161,175,150,128,170,156,184,241,1.4974070450097847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_614-1,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",190,24,22,15,18,17,13,17,23,16,25,1.0419819410815174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_614-5,"Inflammatory disease of cervix, vagina, and vulva",1501,134,140,148,143,132,123,147,158,165,211,1.5751557964293412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_614-52,Vaginitis and vulvovaginitis,1287,125,115,142,108,125,113,119,124,145,171,1.368449408672799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_614-53,Cyst or abscess of Bartholin's gland,140,7,12,10,8,18,15,15,12,25,18,2.5722101606600085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_614-54,Abscess or ulceration of vulva,104,16,12,13,9,9,12,8,6,8,11,0.6877075158466647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_614-55,Candidiasis of vulva and vagina,937,5,22,41,65,115,123,114,135,149,168,33.6056747171086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_615,Endometriosis,259,7,14,13,6,15,17,28,38,49,72,10.288892812996645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_618,Genital prolapse,1851,125,155,175,183,169,199,210,213,206,216,1.7285496183206108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_618-1,Prolapse of vaginal walls,1571,110,125,146,166,145,171,181,168,175,184,1.673251474316971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_618-11,Cystocele,1144,72,84,113,118,131,143,133,117,107,126,1.7505404570722667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_618-12,Rectocele,729,62,66,73,70,82,79,73,71,74,79,1.2741935483870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_618-2,Uterine/Uterovaginal prolapse,815,45,66,79,85,75,92,89,97,92,95,2.1117604839536552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_619,Noninflammatory female genital disorders,3777,318,324,296,318,366,341,368,426,427,593,1.865448733566137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_619-2,"Disorders of uterus, NEC",411,36,27,34,26,40,36,53,48,52,59,1.639388093545876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_619-3,Noninflammatory disorders of cervix,492,19,24,27,33,31,36,47,76,94,105,5.528023550842495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_619-4,Noninflammatory disorders of vagina,2841,246,203,238,233,254,264,299,332,373,399,1.6224975149717815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_619-5,Noninflammatory disorders of vulva and perineum,955,97,93,87,96,109,84,105,103,96,85,0.8765586193316437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_620,Dysplasia of female genital organs,160,7,4,3,11,11,13,15,30,33,33,4.7157705286839144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_621,Endometrial hyperplasia,109,10,3,13,8,6,14,11,17,14,13,1.3003926306251887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_622,Polyp of female genital organs,890,68,76,85,97,73,91,96,93,90,121,1.7799752263159854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_622-1,Polyp of corpus uteri,630,63,56,61,69,53,69,62,58,61,78,1.238477012760084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_622-2,Mucous polyp of cervix,325,20,23,19,28,41,23,31,43,54,43,2.1506641952425087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_623,Hypertrophy of female genital organs,883,84,93,86,95,83,86,99,100,80,77,0.9166666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_624,Symptoms involving female genital tract,445,30,52,50,44,41,46,41,54,42,45,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_624-1,Dystrophy of female genital tract,254,15,30,28,24,31,25,24,26,23,28,1.8672284080650015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_624-2,Atrophy of female genital tract,207,15,22,25,14,17,16,25,36,22,15,1.000300932891965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_625,Pain and other symptoms associated with female genital organs,1444,109,102,102,125,132,148,139,169,211,207,1.899695373766619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_625-1,Dyspareunia,443,19,19,19,35,47,47,60,56,68,73,3.843287449392712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_625-2,Postcoital bleeding,280,11,3,8,7,19,20,38,60,57,57,5.183401383218065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_626,Disorders of menstruation and other abnormal bleeding from female genital tract,1389,54,43,35,45,51,75,113,193,309,471,8.725389332687808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_626-1,Irregular menstrual cycle/bleeding,901,7,5,10,8,18,44,54,140,234,381,54.44726897973205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_626-11,Absent or infrequent menstruation,321,8,1,4,5,15,18,23,51,79,117,14.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_626-13,Irregular menstrual cycle,462,1,1,3,3,6,12,29,75,121,211,211.06702668360862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_626-14,Irregular menstrual bleeding,372,0,3,4,2,7,19,41,51,96,149,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_626-2,Dysmenorrhea,117,0,1,0,0,2,5,5,20,34,50,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_627,Menopausal and postmenopausal disorders,4428,244,227,258,272,304,370,468,662,751,872,3.575303640877411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_627-1,Postmenopausal bleeding,1780,145,139,141,154,191,183,180,205,212,230,1.5867127023223084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_627-2,Symptomatic menopause,2588,62,53,76,108,121,204,288,441,555,680,10.971462336411783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_627-3,Postmenopausal atrophic vaginitis,1605,109,138,144,148,163,177,194,187,171,174,1.5968243421669093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_627-4,Menorrhagia/Excessive and frequent menstruation,1028,3,6,8,6,21,41,81,175,270,417,139.04932576295244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_628,Ovarian cyst,709,69,53,63,62,61,65,68,88,75,105,1.5222163142323477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genitourinary,phecode_628-2,Corpus luteum cyst or hematoma,692,69,55,54,67,64,65,62,82,73,101,1.464223409290689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_660,Infection of the skin,11073,940,1049,988,1052,1087,1124,1211,1182,1178,1262,1.3428433477875008,216,6,10,10,12,19,31,19,25,37,43,7.176662017666201
Derm,phecode_660-1,Fungal infection of the skin,5502,455,522,562,576,564,566,602,571,526,558,1.2266010695535918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_660-11,Candidiasis of skin and nails,499,39,32,45,52,48,67,60,63,68,25,0.6411310382043693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_660-12,Dermatophytosis,4366,315,334,342,388,426,466,463,530,543,559,1.7749246606855302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_660-13,Pityriasis versicolor,204,4,10,11,24,17,25,17,28,21,47,11.75193066053237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_660-2,Bacterial infection of the skin,508,58,66,61,48,66,43,44,39,47,36,0.6207925887802367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derm,phecode_660-21,Impetigo,434,53,51,49,55,45,44,36,27,40,34,0.6416156089761607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
