phecode_category,phecode, phecode_string, 1_,2_,3_,4_,5_,6_,7_,8_,9_,10_,1,2,3,4,5,6,7,8,9,10, rr
Musc/Skel,phecode_708-11,"Primary osteoarthritis of hip, pelvic region and thigh",20,16,43,41,49,74,56,85,80,89,0.003,0.003,0.007,0.007,0.008,0.012,0.009,0.014,0.013,0.015,4.451
Cardio,phecode_448,Peripheral vascular disease,54,60,90,92,107,127,127,163,174,241,0.009,0.01,0.015,0.015,0.018,0.021,0.021,0.027,0.029,0.04,4.464
Neoplasms,phecode_116-1,Secondary malignancy of lymph nodes,32,46,64,72,110,112,99,114,117,143,0.005,0.008,0.01,0.012,0.018,0.018,0.016,0.019,0.019,0.023,4.469
Cardio,phecode_440-3,Pulmonary embolism,38,56,56,79,99,111,108,128,150,170,0.006,0.009,0.009,0.013,0.016,0.018,0.018,0.021,0.025,0.028,4.474
Neoplasms,phecode_130,"Cancer (solid tumor, excluding BCC)",285,423,487,617,714,850,934,1024,1191,1276,0.05,0.075,0.086,0.109,0.126,0.15,0.165,0.181,0.21,0.225,4.478
Cardio,phecode_418-1,Abnormal electrocardiogram [ECG] [EKG],71,75,104,114,142,185,190,198,251,319,0.012,0.012,0.017,0.019,0.023,0.031,0.031,0.033,0.042,0.053,4.494
GI,phecode_552-1,Cholangitis,8,7,9,13,26,22,13,21,20,36,0.001,0.001,0.001,0.002,0.004,0.004,0.002,0.003,0.003,0.006,4.501
Derm,phecode_684-11,Alopecia Areata,12,20,21,28,32,26,39,48,48,54,0.002,0.003,0.003,0.005,0.005,0.004,0.006,0.008,0.008,0.009,4.501
GI,phecode_557-2,Blood in stool,28,39,53,51,54,59,81,94,100,127,0.005,0.006,0.009,0.008,0.009,0.01,0.013,0.015,0.016,0.021,4.536
Signs/Symptoms,phecode_812,Edema,126,166,175,255,289,324,378,402,462,572,0.021,0.028,0.03,0.043,0.049,0.055,0.064,0.068,0.078,0.097,4.54
GI,phecode_514-3,Ileus,7,6,5,10,10,17,15,23,28,32,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.004,0.005,0.005,4.572
Blood,phecode_164-2,Macrocytic anemia,21,16,18,31,33,48,56,63,62,96,0.003,0.003,0.003,0.005,0.005,0.008,0.009,0.01,0.01,0.016,4.572
Musc/Skel,phecode_722-4,Palmar fascial fibromatosis [Dupuytren],40,64,74,96,127,145,160,164,173,183,0.007,0.011,0.012,0.016,0.021,0.024,0.026,0.027,0.029,0.03,4.576
Signs/Symptoms,phecode_841-4,Allergy to analgesic agent,52,73,99,86,125,139,161,181,213,238,0.009,0.012,0.016,0.014,0.02,0.023,0.026,0.03,0.035,0.039,4.577
Genitourinary,phecode_592-11,Acute cystitis,12,10,13,13,24,37,39,57,43,55,0.002,0.002,0.002,0.002,0.004,0.006,0.006,0.009,0.007,0.009,4.584
Endo,phecode_204,Elevated blood glucose level,183,250,364,417,470,518,544,581,656,840,0.031,0.042,0.061,0.07,0.079,0.087,0.092,0.098,0.111,0.142,4.591
Metab,phecode_239-3,Mixed hyperlipidemia,5,18,25,13,18,20,24,24,25,23,0.001,0.003,0.004,0.002,0.003,0.003,0.004,0.004,0.004,0.004,4.6
Neuro,phecode_329-41,Attention and concentration deficit,5,12,6,11,7,14,10,15,20,23,0.001,0.002,0.001,0.002,0.001,0.002,0.002,0.002,0.003,0.004,4.601
Musc/Skel,phecode_700-2,Sicca syndrome [Sjogren syndrome],5,5,14,11,11,16,16,14,21,23,0.001,0.001,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.004,4.601
Eye,phecode_380-2,Disorders of optic disc,10,14,18,9,15,13,15,30,35,46,0.002,0.002,0.003,0.001,0.002,0.002,0.002,0.005,0.006,0.008,4.601
Signs/Symptoms,phecode_820,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity,5,3,9,5,14,13,12,20,13,23,0.001,0,0.001,0.001,0.002,0.002,0.002,0.003,0.002,0.004,4.601
Neuro,phecode_353-1,Hallucinations,8,11,9,20,23,28,28,31,35,37,0.001,0.002,0.001,0.003,0.004,0.005,0.005,0.005,0.006,0.006,4.626
Musc/Skel,phecode_710-3,Acquired deformities of the knee,8,13,14,13,19,16,26,31,35,37,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.005,0.006,0.006,4.626
Musc/Skel,phecode_706-1,Sacroiliitis NEC,8,12,15,9,13,17,15,20,19,37,0.001,0.002,0.002,0.001,0.002,0.003,0.002,0.003,0.003,0.006,4.626
Blood,phecode_160-2,Megaloblastic anemia,19,18,15,28,33,42,51,64,59,88,0.003,0.003,0.002,0.005,0.005,0.007,0.008,0.01,0.01,0.014,4.632
Genitourinary,phecode_592,Cystitis and urethritis,60,86,111,131,151,184,161,215,296,278,0.01,0.015,0.019,0.023,0.026,0.032,0.028,0.037,0.051,0.048,4.634
Resp,phecode_468-8,Bronchopneumonia,9,3,1,11,11,15,9,23,38,42,0.001,0,0,0.002,0.002,0.002,0.001,0.004,0.006,0.007,4.667
Metab,phecode_247-3,Disorder of phosphorus metabolism,10,8,12,15,17,23,27,26,33,47,0.002,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.005,0.008,4.701
Neoplasms,phecode_100,Malignant neoplasm of the head and neck,10,12,20,15,33,19,29,25,40,47,0.002,0.002,0.003,0.002,0.005,0.003,0.005,0.004,0.007,0.008,4.701
GI,phecode_557-1,Hematemesis,17,18,19,20,33,26,30,41,49,80,0.003,0.003,0.003,0.003,0.005,0.004,0.005,0.007,0.008,0.013,4.707
Hearing,phecode_396-21,"Sensorineural hearing loss, bilateral",15,19,29,30,52,46,43,51,60,71,0.002,0.003,0.005,0.005,0.009,0.008,0.007,0.008,0.01,0.012,4.734
Blood,phecode_164,Anemia,201,283,301,352,424,497,539,598,738,954,0.035,0.049,0.052,0.061,0.074,0.086,0.094,0.104,0.128,0.166,4.747
Blood,phecode_169-11,Immune thrombocytopenic purpura [ITP],4,9,4,7,9,7,15,18,10,19,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.002,0.003,4.751
Neoplasms,phecode_124,Myeloproliferative disorder,8,8,8,19,23,25,37,32,48,38,0.001,0.001,0.001,0.003,0.004,0.004,0.006,0.005,0.008,0.006,4.751
Blood,phecode_160-1,Iron deficiency anemia,112,148,169,195,209,277,277,324,356,533,0.019,0.025,0.028,0.033,0.035,0.047,0.047,0.055,0.06,0.09,4.76
Blood,phecode_160,Nutritional anemias,123,155,195,220,245,279,299,379,395,586,0.021,0.026,0.033,0.037,0.041,0.047,0.051,0.064,0.067,0.099,4.765
Neuro,phecode_355,Coma and other alteration of consciousness,28,49,41,51,46,67,82,81,91,134,0.005,0.008,0.007,0.008,0.008,0.011,0.013,0.013,0.015,0.022,4.786
Resp,phecode_495-1,Solitary pulmonary nodule,5,7,7,12,24,27,28,33,29,24,0.001,0.001,0.001,0.002,0.004,0.004,0.005,0.005,0.005,0.004,4.801
Musc/Skel,phecode_704,Systemic vasculitis,11,14,13,20,23,39,45,44,46,53,0.002,0.002,0.002,0.003,0.004,0.006,0.007,0.007,0.008,0.009,4.818
Blood,phecode_164-1,Microcytic anemia,110,148,161,216,209,268,281,323,354,533,0.019,0.025,0.027,0.036,0.035,0.045,0.047,0.054,0.06,0.09,4.846
Derm,phecode_676-1,Hypertrophic scar [Keloid scar],8,8,9,12,14,12,9,11,14,39,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.002,0.002,0.006,4.876
Musc/Skel,phecode_714,Deforming dorsopathies,25,20,30,37,45,67,66,72,99,122,0.004,0.003,0.005,0.006,0.007,0.011,0.011,0.012,0.016,0.02,4.881
Neuro,phecode_329-1,Memory loss,71,83,113,138,146,215,213,268,322,347,0.012,0.014,0.019,0.023,0.024,0.035,0.035,0.044,0.053,0.057,4.888
Eye,phecode_361,Disorders of eyelid function,30,32,39,38,59,64,87,96,118,147,0.005,0.005,0.006,0.006,0.01,0.011,0.014,0.016,0.019,0.024,4.901
ID,phecode_098,Carrier or suspected carrier of infectious diseases,12,16,25,16,28,22,35,37,39,59,0.002,0.003,0.004,0.003,0.005,0.004,0.006,0.006,0.006,0.01,4.917
Eye,phecode_363-2,Dry eye syndrome [Tear film insufficiency],94,148,156,209,271,270,349,371,371,465,0.016,0.025,0.026,0.035,0.045,0.045,0.058,0.062,0.062,0.078,4.948
ID,phecode_009,Pseudomonas,11,7,10,18,16,22,26,32,34,55,0.002,0.001,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.009,5
Eye,phecode_361-4,Blepharochalasis,4,4,3,9,9,15,18,19,23,20,0.001,0.001,0,0.001,0.001,0.002,0.003,0.003,0.004,0.003,5.001
Musc/Skel,phecode_727-1,Osteonecrosis,2,15,10,4,12,7,14,11,20,10,0,0.002,0.002,0.001,0.002,0.001,0.002,0.002,0.003,0.002,5.001
Cardio,phecode_430-1,Nontraumatic subarachnoid hemorrhage,5,7,8,18,17,18,16,27,18,25,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.004,0.003,0.004,5.001
Metab,phecode_251-1,Gilbert syndrome*,6,12,10,14,12,19,31,25,14,30,0.001,0.002,0.002,0.002,0.002,0.003,0.005,0.004,0.002,0.005,5.001
Musc/Skel,phecode_709-24,Hammer toe,16,16,21,39,49,42,45,52,71,80,0.003,0.003,0.003,0.006,0.008,0.007,0.007,0.009,0.012,0.013,5.001
Neuro,phecode_337,Polyneuropathies,41,58,91,74,79,94,100,146,158,205,0.007,0.01,0.015,0.012,0.013,0.015,0.016,0.024,0.026,0.034,5.001
Cardio,phecode_423,Abnormal cardiac sounds,26,34,39,47,61,81,82,83,122,131,0.004,0.006,0.006,0.008,0.01,0.013,0.014,0.014,0.02,0.022,5.039
Neuro,phecode_325,Symptoms and signs related to movement disorders,105,98,131,158,185,242,284,345,409,535,0.017,0.016,0.022,0.026,0.031,0.04,0.047,0.057,0.068,0.088,5.095
Neuro,phecode_329,Symptoms and signs involving cognitive functions and awareness,151,187,219,275,322,392,468,529,644,776,0.025,0.031,0.036,0.046,0.054,0.065,0.078,0.088,0.107,0.129,5.14
Blood,phecode_177-4,Lymphedema,12,23,24,32,33,45,57,60,69,62,0.002,0.004,0.004,0.005,0.005,0.007,0.009,0.01,0.011,0.01,5.168
Endo,phecode_204-2,Impaired glucose tolerance (oral),57,96,113,140,165,179,209,221,223,295,0.009,0.016,0.019,0.023,0.027,0.03,0.034,0.036,0.037,0.049,5.176
GI,phecode_520-1,Hernia of the abdominal wall,132,151,186,238,260,331,395,510,616,685,0.023,0.026,0.032,0.041,0.045,0.057,0.068,0.088,0.107,0.119,5.19
Neuro,phecode_349-13,Abnormal findings on diagnostic imaging of skull and head,10,15,14,20,27,25,33,47,37,52,0.002,0.002,0.002,0.003,0.004,0.004,0.005,0.008,0.006,0.009,5.2
Cardio,phecode_416-1,Paroxysmal tachycardia,24,34,59,66,71,89,94,98,108,126,0.004,0.006,0.01,0.011,0.012,0.015,0.015,0.016,0.018,0.021,5.251
Blood,phecode_169,Platelet defects,23,29,34,40,48,66,100,93,121,121,0.004,0.005,0.006,0.007,0.008,0.011,0.016,0.015,0.02,0.02,5.262
Musc/Skel,phecode_719-3,Separation of muscle (nontraumatic),7,5,2,6,15,13,22,34,37,37,0.001,0.001,0,0.001,0.002,0.002,0.004,0.006,0.006,0.006,5.287
Genitourinary,phecode_592-1,Cystitis,51,78,97,129,143,171,168,215,295,270,0.009,0.013,0.017,0.022,0.025,0.029,0.029,0.037,0.051,0.046,5.295
Neuro,phecode_355-2,Alteration of consciousness,19,21,31,24,32,57,61,54,70,101,0.003,0.003,0.005,0.004,0.005,0.009,0.01,0.009,0.011,0.017,5.317
Cardio,phecode_411,Other diseases of pericardium,15,13,25,24,34,31,41,48,47,80,0.002,0.002,0.004,0.004,0.006,0.005,0.007,0.008,0.008,0.013,5.334
Signs/Symptoms,phecode_814,Jaundice (not of newborn),6,9,18,13,22,23,31,28,36,32,0.001,0.001,0.003,0.002,0.004,0.004,0.005,0.005,0.006,0.005,5.334
Derm,phecode_660-13,Pityriasis versicolor,9,8,18,15,14,12,28,29,23,48,0.001,0.001,0.003,0.002,0.002,0.002,0.005,0.005,0.004,0.008,5.334
Derm,phecode_680-3,Xerosis cutis*,25,46,56,63,72,68,101,71,122,134,0.004,0.008,0.009,0.01,0.012,0.011,0.017,0.012,0.02,0.022,5.361
Genitourinary,phecode_586-2,Cyst of kidney,27,34,48,62,80,79,82,108,134,145,0.004,0.006,0.008,0.01,0.013,0.013,0.013,0.018,0.022,0.024,5.371
Neoplasms,phecode_112,Malignant neoplasm of other and ill-defined sites,149,213,246,316,404,478,513,631,751,801,0.025,0.036,0.041,0.053,0.068,0.08,0.086,0.105,0.125,0.134,5.377
Metab,phecode_256-5,Hypokalemia [Hypopotassemia],35,31,57,62,89,77,134,128,157,190,0.006,0.005,0.009,0.01,0.015,0.013,0.022,0.021,0.026,0.031,5.429
Cardio,phecode_418,Abnormal results of cardiovascular function studies,83,116,142,155,185,216,266,278,332,454,0.014,0.019,0.024,0.026,0.031,0.036,0.045,0.047,0.056,0.076,5.471
Resp,phecode_477,Inhalation lung injury,8,5,2,5,3,6,16,11,23,44,0.001,0.001,0,0.001,0,0.001,0.003,0.002,0.004,0.007,5.501
Musc/Skel,phecode_708-15,"Primary osteoarthritis of the wrist, forearm",4,7,11,12,13,11,21,27,22,22,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.004,5.501
Musc/Skel,phecode_708-13,Primary osteoarthritis of the hand,25,56,82,77,75,121,130,140,146,139,0.004,0.009,0.014,0.013,0.012,0.02,0.021,0.023,0.024,0.023,5.561
Derm,phecode_679-7,"Abnormal granulation tissue, NOS",7,13,9,21,23,24,33,41,41,39,0.001,0.002,0.001,0.003,0.004,0.004,0.005,0.007,0.007,0.006,5.571
Blood,phecode_169-1,Thrombocytopenia,22,28,36,36,51,67,93,98,117,124,0.004,0.005,0.006,0.006,0.008,0.011,0.015,0.016,0.019,0.02,5.637
Eye,phecode_386-4,Visual field defects,12,13,18,23,24,40,24,44,41,68,0.002,0.002,0.003,0.004,0.004,0.007,0.004,0.007,0.007,0.011,5.667
Derm,phecode_675-1,Circumscribed scleroderma,24,32,30,48,69,71,79,86,119,136,0.004,0.005,0.005,0.008,0.011,0.012,0.013,0.014,0.02,0.022,5.668
Neoplasms,phecode_101-42,Malignant neoplasm of the rectum,10,10,16,26,16,28,31,43,40,57,0.002,0.002,0.003,0.004,0.003,0.005,0.005,0.007,0.007,0.009,5.7
Neuro,phecode_356,Speech disturbance,17,22,31,41,63,72,63,70,92,97,0.003,0.004,0.005,0.007,0.01,0.012,0.01,0.011,0.015,0.016,5.707
Eye,phecode_376-21,Crystalline deposits in vitreous body,18,39,48,59,64,71,75,84,85,103,0.003,0.006,0.008,0.01,0.011,0.012,0.012,0.014,0.014,0.017,5.723
Derm,phecode_675,Atrophic conditions of skin,24,32,30,54,65,76,78,86,122,138,0.004,0.005,0.005,0.009,0.011,0.012,0.013,0.014,0.02,0.023,5.751
Genitourinary,phecode_586,Other disorders of the kidney and ureters,45,58,77,99,128,128,158,164,200,260,0.007,0.01,0.013,0.016,0.021,0.021,0.026,0.027,0.033,0.043,5.779
Neoplasms,phecode_122-2,Non-Hodgkin lymphoma,7,10,15,18,30,41,40,41,53,41,0.001,0.002,0.002,0.003,0.005,0.007,0.007,0.007,0.009,0.007,5.858
Mental,phecode_308-3,Emotional lability,8,8,6,10,16,19,9,17,23,47,0.001,0.001,0.001,0.002,0.003,0.003,0.001,0.003,0.004,0.008,5.875
Neoplasms,phecode_120-1,Myeloid,13,21,13,27,36,42,62,62,76,77,0.002,0.003,0.002,0.004,0.006,0.007,0.01,0.01,0.012,0.013,5.924
Neoplasms,phecode_116-5,Secondary malignancy of brain/spine,6,18,13,13,17,36,30,34,47,36,0.001,0.003,0.002,0.002,0.003,0.006,0.005,0.006,0.008,0.006,6
Neoplasms,phecode_116-3,Secondary malignant neoplasm of digestive systems,13,14,32,40,46,42,52,38,61,78,0.002,0.002,0.005,0.007,0.008,0.007,0.008,0.006,0.01,0.013,6.001
Neoplasms,phecode_108-4,Malignant neoplasm of the kidney,7,11,18,6,20,26,27,28,42,42,0.001,0.002,0.003,0.001,0.003,0.004,0.004,0.005,0.007,0.007,6.001
Signs/Symptoms,phecode_817,Motion sickness,3,8,9,10,12,14,13,14,13,18,0,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,6.001
GI,phecode_555,Ascites,13,15,20,27,24,39,53,51,65,79,0.002,0.002,0.003,0.004,0.004,0.006,0.009,0.008,0.011,0.013,6.078
Genitourinary,phecode_619-3,Noninflammatory disorders of cervix,18,31,26,34,26,42,55,69,81,110,0.006,0.01,0.008,0.011,0.008,0.013,0.017,0.021,0.025,0.034,6.113
Musc/Skel,phecode_707,Other arthropathies,123,184,230,310,372,411,460,557,655,753,0.021,0.031,0.039,0.052,0.062,0.069,0.077,0.094,0.11,0.127,6.123
Musc/Skel,phecode_715-4,Spinal stenosis,38,59,85,81,104,134,145,183,199,234,0.006,0.01,0.014,0.013,0.017,0.022,0.024,0.03,0.033,0.038,6.159
Metab,phecode_236-11,Morbid obesity,8,20,14,19,19,36,40,28,49,50,0.001,0.003,0.002,0.003,0.003,0.006,0.007,0.005,0.008,0.008,6.251
Cardio,phecode_413-12,Mitral valve prolapse*,3,3,8,10,11,19,12,11,12,19,0,0,0.001,0.002,0.002,0.003,0.002,0.002,0.002,0.003,6.334
Neoplasms,phecode_120-21,Mature B-cell,9,11,18,30,30,50,48,67,61,57,0.001,0.002,0.003,0.005,0.005,0.008,0.008,0.011,0.01,0.009,6.334
Signs/Symptoms,phecode_835,Cytology and pathology findings,105,114,103,135,162,189,248,262,390,665,0.022,0.024,0.021,0.028,0.034,0.039,0.052,0.055,0.081,0.138,6.335
Cardio,phecode_446,Hypotension,81,70,101,147,225,247,317,315,390,516,0.013,0.012,0.017,0.024,0.037,0.041,0.052,0.052,0.064,0.085,6.371
Neuro,phecode_325-2,Abnormality of gait and mobility,80,80,110,143,170,208,263,326,382,510,0.013,0.013,0.018,0.023,0.028,0.034,0.043,0.054,0.063,0.084,6.376
Musc/Skel,phecode_715-3,Spondylolisthesis,13,21,30,29,23,47,60,71,49,83,0.002,0.003,0.005,0.005,0.004,0.008,0.01,0.012,0.008,0.014,6.386
Neoplasms,phecode_116-2,Secondary malignancy of respiratory organs,18,29,41,45,45,62,74,96,96,115,0.003,0.005,0.007,0.007,0.007,0.01,0.012,0.016,0.016,0.019,6.39
Genitourinary,phecode_594-41,Nocturia,42,63,75,104,107,133,160,200,213,269,0.007,0.01,0.012,0.017,0.018,0.022,0.026,0.033,0.035,0.044,6.406
Genitourinary,phecode_584,Renal failure,17,14,22,21,31,44,54,63,78,109,0.003,0.002,0.004,0.003,0.005,0.007,0.009,0.01,0.013,0.018,6.412
Resp,phecode_479-6,Pulmonary collapse [Atelectasis],30,45,58,64,84,105,109,118,162,193,0.005,0.007,0.009,0.01,0.014,0.017,0.018,0.019,0.026,0.032,6.434
Neoplasms,phecode_116,Secondary malignant neoplasm,63,80,129,146,162,232,280,280,339,409,0.01,0.013,0.021,0.024,0.027,0.038,0.046,0.046,0.056,0.067,6.493
Genitourinary,phecode_620,Dysplasia of female genital organs,6,6,7,5,11,11,18,25,32,39,0.002,0.002,0.002,0.002,0.003,0.003,0.006,0.008,0.01,0.012,6.502
Musc/Skel,phecode_714-3,Scoliosis,15,11,19,29,31,48,52,66,68,98,0.002,0.002,0.003,0.005,0.005,0.008,0.009,0.011,0.011,0.016,6.534
Genitourinary,phecode_580,Glomerular diseases,13,13,17,27,27,27,26,41,44,85,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.007,0.007,0.014,6.538
Eye,phecode_375-12,Angle-Closure Glaucoma,7,2,11,14,22,31,22,34,33,46,0.001,0,0.002,0.002,0.004,0.005,0.004,0.006,0.005,0.008,6.573
Neuro,phecode_341,Cerebral palsy and other paralytic syndromes,17,21,25,28,43,49,40,64,83,112,0.003,0.003,0.004,0.005,0.007,0.008,0.007,0.01,0.014,0.018,6.589
Resp,phecode_476,Bronchiectasis,22,32,38,47,77,89,98,109,135,145,0.004,0.005,0.006,0.008,0.013,0.015,0.016,0.018,0.022,0.024,6.592
Cardio,phecode_437,Vascular insufficiency of intestine,5,5,5,10,12,22,25,27,33,33,0.001,0.001,0.001,0.002,0.002,0.004,0.004,0.004,0.005,0.005,6.601
Resp,phecode_498,Asphyxia and hypoxemia,5,5,4,8,4,14,9,19,19,33,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.003,0.003,0.005,6.601
Endo,phecode_208-21,Primary hyperparathyroidism,5,11,13,20,24,20,33,34,39,33,0.001,0.002,0.002,0.003,0.004,0.003,0.005,0.006,0.006,0.005,6.601
Eye,phecode_367-13,Blepharoconjunctivitis,5,15,16,16,16,24,29,31,35,33,0.001,0.002,0.003,0.003,0.003,0.004,0.005,0.005,0.006,0.005,6.601
Genitourinary,phecode_615,Endometriosis,10,8,12,14,9,26,26,30,58,66,0.003,0.002,0.004,0.004,0.003,0.008,0.008,0.009,0.018,0.02,6.602
Eye,phecode_375,Abnormal intraocular pressure,78,99,167,178,220,223,290,333,358,519,0.013,0.016,0.028,0.03,0.037,0.037,0.048,0.055,0.06,0.086,6.655
Metab,phecode_232-29,Folate deficiency [Vitamin B9],6,2,2,7,7,13,23,27,26,40,0.001,0,0,0.001,0.001,0.002,0.004,0.004,0.004,0.007,6.668
Cardio,phecode_449,Other disorders of the circulatory system,6,8,10,15,9,13,12,28,32,40,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.005,0.005,0.007,6.668
Endo,phecode_204-1,Impaired fasting glucose,18,40,53,59,83,75,82,95,95,120,0.003,0.007,0.009,0.01,0.014,0.012,0.014,0.016,0.016,0.02,6.668
Musc/Skel,phecode_708-7,Generalized osteoarthritis,40,86,89,125,143,169,195,254,241,267,0.007,0.014,0.015,0.021,0.024,0.028,0.032,0.042,0.04,0.044,6.676
Eye,phecode_374-1,Retinal detachments and breaks,22,25,35,51,65,61,82,72,112,147,0.004,0.004,0.006,0.008,0.011,0.01,0.013,0.012,0.018,0.024,6.683
Neoplasms,phecode_114,Neuroendocrine tumors,4,4,6,10,12,16,13,18,14,27,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.003,0.002,0.004,6.751
Endo,phecode_208,Disorders of parathyroid gland,10,21,21,29,37,40,44,61,43,68,0.002,0.003,0.003,0.005,0.006,0.007,0.007,0.01,0.007,0.011,6.801
Resp,phecode_479,Pulmonary insufficiency and acute respiratory distress syndrome,43,45,75,74,114,124,146,166,196,294,0.007,0.007,0.012,0.012,0.019,0.02,0.024,0.027,0.032,0.048,6.838
Signs/Symptoms,phecode_831,Glycosuria,33,64,72,98,99,115,106,141,179,228,0.005,0.011,0.012,0.016,0.016,0.019,0.018,0.023,0.03,0.038,6.909
Endo,phecode_202-2,Type 2 diabetes,126,187,259,320,375,441,454,472,657,872,0.022,0.032,0.045,0.055,0.065,0.076,0.078,0.081,0.113,0.15,6.922
Resp,phecode_495,Abnormal findings on diagnostic imaging of lung,34,49,59,72,112,136,141,177,186,236,0.006,0.008,0.01,0.012,0.018,0.022,0.023,0.029,0.031,0.039,6.942
Cardio,phecode_416-43,Right bundle branch block,20,27,39,58,62,72,102,77,138,139,0.003,0.004,0.006,0.009,0.01,0.012,0.017,0.013,0.023,0.023,6.951
GI,phecode_552-2,Obstruction of bile duct,6,9,13,15,23,14,22,32,29,42,0.001,0.001,0.002,0.002,0.004,0.002,0.004,0.005,0.005,0.007,7
Endo,phecode_209-1,Pituitary hyperfunction,3,6,8,8,7,11,12,11,15,21,0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,7.001
Cardio,phecode_413-11,Mitral insufficiency,28,30,32,56,76,88,103,140,150,196,0.005,0.005,0.005,0.009,0.012,0.014,0.017,0.023,0.025,0.032,7.001
ID,phecode_005,Mycobacteria,6,6,7,10,9,9,5,11,8,42,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.007,7.001
Signs/Symptoms,phecode_841-3,Allergy to narcotic agent,19,32,36,44,48,66,67,93,103,134,0.003,0.005,0.006,0.007,0.008,0.011,0.011,0.015,0.017,0.022,7.053
Endo,phecode_202,Diabetes mellitus,128,190,255,332,380,458,472,487,654,903,0.022,0.033,0.044,0.057,0.066,0.079,0.081,0.084,0.113,0.156,7.056
Neoplasms,phecode_101-4,Malignant neoplasm of the colon and rectum,25,31,48,69,72,104,106,121,128,178,0.004,0.005,0.008,0.011,0.012,0.017,0.017,0.02,0.021,0.029,7.121
Blood,phecode_180-31,Monoclonal gammopathy,6,5,10,11,16,25,33,30,41,43,0.001,0.001,0.002,0.002,0.003,0.004,0.005,0.005,0.007,0.007,7.168
Genitourinary,phecode_625-2,Postcoital bleeding,9,7,7,11,9,22,43,50,57,65,0.003,0.002,0.002,0.003,0.003,0.007,0.013,0.015,0.017,0.02,7.224
Cardio,phecode_447,Nonspecific low blood-pressure reading,13,21,23,31,37,38,54,50,71,94,0.002,0.003,0.004,0.005,0.006,0.006,0.009,0.008,0.012,0.015,7.232
Neuro,phecode_341-2,Hemiplegia and hemiparesis,14,17,19,19,33,40,32,52,74,102,0.002,0.003,0.003,0.003,0.005,0.007,0.005,0.009,0.012,0.017,7.287
Neoplasms,phecode_101,Malignant neoplasm of the digestive organs,47,56,98,139,129,170,189,210,269,345,0.008,0.009,0.016,0.023,0.021,0.028,0.031,0.035,0.044,0.057,7.342
Musc/Skel,phecode_727,Other disorders of bone,117,205,204,275,349,414,509,592,713,860,0.02,0.035,0.035,0.047,0.059,0.07,0.087,0.101,0.121,0.146,7.352
Neoplasms,phecode_103-1,Melanomas of skin,11,34,48,53,52,75,67,82,71,81,0.002,0.006,0.008,0.009,0.009,0.012,0.011,0.013,0.012,0.013,7.365
Resp,phecode_468,Pneumonia,100,136,157,227,222,308,346,437,526,740,0.017,0.023,0.026,0.038,0.037,0.052,0.058,0.073,0.088,0.124,7.401
Rx,phecode_973,Adverse effect of other drug,7,6,8,6,16,18,21,25,31,52,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.004,0.005,0.008,7.43
GI,phecode_554-2,Cyst and pseudocyst of pancreas,4,5,7,13,11,17,16,22,17,30,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.003,0.005,7.5
ID,phecode_092-2,Sepsis,48,61,78,89,121,175,197,209,292,365,0.008,0.01,0.013,0.015,0.02,0.029,0.032,0.034,0.048,0.06,7.605
GI,phecode_530-3,Rectal prolapse,6,14,14,10,16,21,24,20,24,46,0.001,0.002,0.002,0.002,0.003,0.003,0.004,0.003,0.004,0.008,7.667
Blood,phecode_180-3,Paraproteinemias,6,5,15,13,18,29,34,31,45,46,0.001,0.001,0.002,0.002,0.003,0.005,0.006,0.005,0.007,0.008,7.668
Cardio,phecode_440-2,Arterial embolism and thrombosis,13,10,21,20,46,33,56,63,77,100,0.002,0.002,0.003,0.003,0.008,0.005,0.009,0.01,0.013,0.016,7.694
Neoplasms,phecode_121,Leukemia,7,9,22,19,18,15,33,35,51,54,0.001,0.001,0.004,0.003,0.003,0.002,0.005,0.006,0.008,0.009,7.716
Blood,phecode_162,Aplastic anemia,4,6,6,9,16,21,16,15,27,31,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.002,0.004,0.005,7.751
Genitourinary,phecode_594-11,Urinary hesitancy,4,4,8,11,7,15,20,19,27,31,0.001,0.001,0.001,0.002,0.001,0.002,0.003,0.003,0.004,0.005,7.751
Resp,phecode_469-2,Chronic bronchitis,9,7,9,24,31,26,30,40,57,70,0.001,0.001,0.001,0.004,0.005,0.004,0.005,0.007,0.009,0.011,7.779
