endpoint,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,event_rate_1,event_rate_2,event_rate_3,event_rate_4,event_rate_5,event_rate_6,event_rate_7,event_rate_8,event_rate_9,event_rate_10,event_rate_ratio,endpoint_string,n,phecode_category
phecode_601-12,9,12,11,11,29,17,19,21,25,16,0.003230437903804738,0.004307250538406317,0.003948312993539124,0.003948312993539124,0.0104091888011486,0.006101938262742283,0.0068198133524766695,0.007537688442211055,0.008973438621679828,0.005745062836624776,1.7784161180929583,Chronic prostatitis,170,Genitourinary
phecode_622,68,76,85,97,73,91,96,93,90,121,0.021525799303577082,0.0240582462804685,0.02690724912947135,0.030705919594808485,0.02310857866413422,0.02880658436213992,0.030398986700443317,0.029449018366054465,0.028499050031665613,0.0383153894870171,1.7799752263159854,Polyp of female genital organs,890,Genitourinary
phecode_720,32,33,37,41,49,37,43,51,48,57,0.0052640236881065965,0.005428524428359928,0.006086527389373252,0.006744530350386577,0.008060536272413226,0.006086527389373252,0.007074695623560382,0.00839091806515301,0.007897334649555774,0.009378084896347482,1.7815430651530109,Spontaneous rupture of synovium and tendon,428,Musc/Skel
phecode_979,14,11,14,11,11,18,10,15,29,25,0.002289077828646174,0.0017985611510791368,0.002289077828646174,0.0017985611510791368,0.0017985611510791368,0.0029431000654022237,0.0016350555918901242,0.002452583387835186,0.00474166121648136,0.004088307440719542,1.786006307674337,Transplated organ,158,Stat
phecode_708-14,33,42,42,47,67,76,84,88,69,59,0.005408949352565153,0.006884117357810195,0.006885245901639345,0.007704918032786885,0.010983606557377049,0.012459016393442624,0.01377049180327869,0.014426229508196721,0.011311475409836066,0.009672131147540983,1.7881718827620467,"Primary osteoarthritis of the shoulder, upper arm",607,Musc/Skel
phecode_348-2,33,24,37,27,40,43,43,52,49,59,0.005411610364053788,0.003935716628402755,0.006067563135454247,0.0044276812069531,0.0065595277140045915,0.007051492292554936,0.007051492292554936,0.008527386028205968,0.008036739380022962,0.0096768902739052,1.7881720269779973,Myelopathies,407,Neuro
phecode_717-2,38,41,28,46,48,44,55,54,68,68,0.006262359920896506,0.006756756756756757,0.004614370468029005,0.007580751483190508,0.007910349373764008,0.007251153592617007,0.00906394199077126,0.008899143045484509,0.01120632827949901,0.011208175374979397,1.7897686361940786,Sacrococcygeal disorders,490,Musc/Skel
phecode_138-2,249,293,305,346,317,384,335,405,385,447,0.04382259767687434,0.05156634987680394,0.05367828229496656,0.06089405139035551,0.05579021471312918,0.0675818373812038,0.05895811334037311,0.07129026579827495,0.06776975884527373,0.07868333039957753,1.795496720202408,Melanocytic nevi*,3466,Neoplasms
phecode_416-5,54,51,60,93,100,79,118,97,108,97,0.00886408404464872,0.008371634931057125,0.00984898227183191,0.015265922521339462,0.016414970453053186,0.012967826657912017,0.019369665134602757,0.01592252133946159,0.017731078640617303,0.015925135445739615,1.796591206211958,Premature depolarization [Premature beats],857,Cardio
phecode_709-22,20,33,31,34,36,34,36,38,42,36,0.003281378178835111,0.005414273995077933,0.005086136177194421,0.005578342904019688,0.005906480721903199,0.005578342904019688,0.005906480721903199,0.00623461853978671,0.006890894175553733,0.005906480721903199,1.7999999999999998,Hallux rigidus,340,Musc/Skel
phecode_723-2,160,156,203,216,248,237,247,257,266,288,0.026863666890530557,0.02619647355163728,0.03408900083963056,0.036272040302267,0.041645675902602854,0.039798488664987405,0.04147774979009236,0.043157010915197316,0.04466834592779177,0.04836272040302267,1.8003022670025188,Rotator cuff tear or rupture,2278,Musc/Skel
phecode_288-4,52,58,56,52,73,79,74,72,63,94,0.008579442336248144,0.009569377990430622,0.009239399439036462,0.008579442336248144,0.012044217125886818,0.013034152780069296,0.012209206401583897,0.011879227850189737,0.010394324368916021,0.01550899191552549,1.8076923076923077,Phobic disorders,673,Mental
phecode_390,609,685,768,849,894,1007,999,986,1048,1101,0.1187597503900156,0.13358034321372855,0.1497659906396256,0.16556162246489858,0.17433697347893914,0.19637285491419657,0.19481279251170047,0.1922776911076443,0.2044080358884338,0.2147454651843183,1.8082343932104832,Disorders of external ear,8946,Hearing
phecode_826-3,21,22,17,16,16,13,16,22,28,38,0.0035158211953792064,0.003683241252302026,0.002846140967687929,0.0026791694574681848,0.0026791694574681848,0.0021768251841929004,0.0026791694574681848,0.003683858004018754,0.004688546550569324,0.006363027461486939,1.8098268108314994,Raised antibody titer*,209,Signs/Symptoms
phecode_841,452,523,557,678,698,714,758,718,728,819,0.07875936574316084,0.09113085903467504,0.09705523610385085,0.11813904861474124,0.12162397630249172,0.1244119184526921,0.13207875936574315,0.12513070756361103,0.12687347507842453,0.1427326594632276,1.8122626828749184,Drug and medical agent allergy,6645,Signs/Symptoms
phecode_395,114,143,151,165,147,149,184,167,187,207,0.019156444295076458,0.024029574861367836,0.02537388674172408,0.027726432532347505,0.02470173080154596,0.025037808771635018,0.03091917324819358,0.028062510502436567,0.03142857142857143,0.03478991596638655,1.81609464838567,Other diseases of inner ear,1614,Hearing
phecode_733-62,11,9,21,15,20,16,26,25,23,20,0.0018032786885245902,0.0014754098360655738,0.0034426229508196723,0.002459016393442623,0.003279226102639777,0.0026233808821118218,0.00426299393343171,0.004099032628299721,0.0037711100180357437,0.003279226102639777,1.8184799296456946,Arthralgia of temporomandibular joint,186,Musc/Skel
phecode_386-2,28,22,35,19,40,49,38,52,42,51,0.0045871559633027525,0.0036041939711664484,0.005733944954128441,0.003112712975098296,0.006554153694904146,0.008028838276257578,0.006226446010158938,0.008520399803375388,0.006881861379649353,0.008356545961002786,1.8217270194986073,Diplopia,376,Eye
phecode_367-1,220,273,307,317,316,383,394,389,398,401,0.039412396990326046,0.04891596488084573,0.055008063071134206,0.05679985665651317,0.05662067729797527,0.06862569432001434,0.0705966672639312,0.06970077047124171,0.07131338469808278,0.07185092277369647,1.8230538678307895,Conjunctivitis,3398,Eye
phecode_522-12,17,21,19,27,20,21,27,24,22,31,0.0027974329438867863,0.003455652460095442,0.003126542701991114,0.004442981734408425,0.0032916392363396972,0.0034562211981566822,0.004443712969058591,0.003949967083607637,0.003620803159973667,0.00510204081632653,1.823829531812725,Ulcerative colitis,229,GI
phecode_416-52,30,29,32,48,56,69,61,64,87,55,0.004908376963350785,0.004744764397905759,0.005235602094240838,0.007854688267059401,0.009163802978235968,0.011291114383897889,0.009981999672721321,0.010472917689412534,0.014236622484045164,0.009000163639338896,1.8336333387879777,Ventricular premature depolarization*,531,Cardio
phecode_417-1,218,273,286,283,349,369,384,354,391,400,0.03750860289057123,0.04697178251892636,0.049208534067446665,0.04869236063317275,0.0600481761871989,0.06348933241569167,0.06607019958706126,0.06090846524432209,0.06728618138014111,0.06883496816382723,1.8351781420557975,Palpitations,3307,Cardio
phecode_463-2,204,248,250,255,230,243,240,229,271,378,0.036585365853658534,0.04447632711621234,0.04483500717360115,0.04573170731707317,0.04124820659971305,0.043579626972740315,0.043041606886657105,0.0410762331838565,0.04860986547085202,0.06780269058295964,1.8532735426008968,Allergic rhinitis,2548,Resp
phecode_710-31,7,9,9,5,4,11,15,12,18,13,0.0011443518064410659,0.0014715500327011119,0.0014715500327011119,8.175277959450621e-4,6.540222367560497e-4,0.0017985611510791368,0.002452583387835186,0.001962066710268149,0.0029431000654022237,0.0021255722694571615,1.8574465103242082,Genu valgum (acquired),103,Musc/Skel
phecode_619,318,324,296,318,366,341,368,426,427,593,0.11401936177841521,0.11617067049121549,0.10613122983148082,0.11401936177841521,0.1312298314808175,0.12226604517748296,0.13194693438508426,0.15274291860882036,0.15315638450502153,0.21269727403156385,1.865448733566137,Noninflammatory female genital disorders,3777,Genitourinary
phecode_324-34,45,42,58,46,66,73,70,67,63,84,0.007486275162202629,0.00698719015138912,0.009650582362728786,0.007653910149750416,0.010981697171381031,0.012146422628951747,0.011647254575707155,0.011148086522462563,0.010482529118136439,0.013976705490848586,1.866977260122019,Torticollis,614,Neuro
phecode_288-3,75,81,100,102,104,132,127,141,118,140,0.01259657373194491,0.013604299630500504,0.016795431642593214,0.01713134027544508,0.017467248908296942,0.022173693935830675,0.02133378128674618,0.023685536704182764,0.019821938518394085,0.023517554174365865,1.8669802340556583,Generalized anxiety disorder,1120,Mental
phecode_624-1,15,30,28,24,31,25,24,26,23,28,0.004512635379061372,0.009025270758122744,0.00842358604091456,0.007220216606498195,0.009326113116726835,0.007521058965102286,0.007220216606498195,0.007821901323706379,0.0069193742478941035,0.00842612097502257,1.8672284080650015,Dystrophy of female genital tract,254,Genitourinary
phecode_681,428,479,525,516,608,595,631,717,732,800,0.07533884879422637,0.08431614152437951,0.09241330751628235,0.09082907938743179,0.10704225352112676,0.10475352112676056,0.11109154929577465,0.12623239436619718,0.1288732394366197,0.14084507042253522,1.8694879557720154,"Localized swelling, mass and lump of skin and subcutaneous tissue",6031,Derm
phecode_678,707,866,1014,1141,1160,1186,1223,1214,1297,1324,0.13362313362313363,0.16367416367416368,0.19164619164619165,0.21564921564921566,0.21924021924021925,0.22415422415422415,0.23114723114723115,0.22944622944622944,0.24513324513324514,0.25023625023625024,1.8727015558698725,Other skin and connective tissue disorders,11132,Derm
phecode_724-1,204,231,273,290,300,343,326,348,353,382,0.034617342609876124,0.03919904972000679,0.04632614966909893,0.04921092821992194,0.05090785677922959,0.058204649584252505,0.055319871033429495,0.059063136456211814,0.05991174473862865,0.0648336727766463,1.8728668317292971,Myalgia,3050,Musc/Skel
phecode_710-41,16,23,19,26,22,25,27,26,23,30,0.002622091117666339,0.0037692559816453622,0.0031137332022287776,0.0042608980662078005,0.003605375286791216,0.004097017371353655,0.004424778761061947,0.0042608980662078005,0.0037692559816453622,0.0049172266841501396,1.8753073266677596,Flat foot [pes planus],237,Musc/Skel
phecode_713-4,32,38,52,48,52,49,53,50,51,60,0.005270092226613966,0.006258234519104084,0.008563899868247694,0.007905138339920948,0.008563899868247694,0.008069828722002636,0.00872859025032938,0.008234519104084322,0.008399209486166008,0.009883050568275408,1.8753088453302587,Stiffness of joint,485,Musc/Skel
phecode_594-6,83,112,127,140,174,180,182,182,179,156,0.013662551440329218,0.01843621399176955,0.020905349794238682,0.023045267489711935,0.028641975308641977,0.02962962962962963,0.029958847736625514,0.029958847736625514,0.029469871583799802,0.025683240039512677,1.8798275089161387,Urinary urgency,1515,Genitourinary
phecode_665,75,108,97,110,103,110,101,148,117,141,0.012651821862348178,0.01822169731736123,0.016365783701704065,0.01855913615657162,0.017378100219335245,0.01855913615657162,0.017040661380124854,0.02497047410156909,0.019740172093807996,0.023789438164332714,1.8803171925088578,Psoriasis,1110,Derm
phecode_469-1,17,23,22,32,21,29,32,39,35,32,0.002792378449408673,0.0037779237844940868,0.0036136662286465177,0.005256241787122208,0.0034494086727989487,0.004763469119579501,0.005257105306390669,0.006407097092163627,0.0057499589288647936,0.005257105306390669,1.8826621826650818,Acute bronchitis,282,Resp
phecode_444-1,164,162,187,214,244,271,299,299,341,309,0.0286362842675048,0.028287061288632794,0.032652348524532915,0.037366858739305044,0.04260520342238519,0.047319713637157326,0.05220883534136546,0.05220883534136546,0.059542517897677665,0.05396437303527768,1.8844753925185078,Varicose veins,2490,Cardio
phecode_377-2,76,98,100,133,156,154,152,159,149,144,0.012591119946984758,0.016235917826375082,0.01656726308813784,0.02203811101905551,0.02584921292460646,0.02551781275890638,0.025186412593206295,0.026346313173156586,0.024689312344656173,0.023860811930405967,1.8950508001569792,Conjunctival hemorrhage,1321,Eye
phecode_625,109,102,102,125,132,148,139,169,211,207,0.03516129032258065,0.032903225806451615,0.032903225806451615,0.04032258064516129,0.04258064516129032,0.04774193548387097,0.044838709677419354,0.05451612903225807,0.0680864795095192,0.066795740561471445,1.899695373766619,Pain and other symptoms associated with female genital organs,1444,Genitourinary
phecode_239-3,10,13,21,26,20,19,16,27,24,19,0.001645548790521639,0.002139213427678131,0.003455652460095442,0.004278426855356262,0.003291097581043278,0.003126542701991114,0.0026328780648346224,0.004442981734408425,0.003949317097251934,0.003126542701991114,1.9,Mixed hyperlipidemia,195,Metab
phecode_308-1,10,8,6,13,15,25,7,15,17,19,0.0016363933889707086,0.0013091147111765667,9.818360333824251e-4,0.002127311405661921,0.002454590083456063,0.004090983472426772,0.001145475372279496,0.002454590083456063,0.0027823240589198036,0.003109656301145663,1.9003109656301145,Irritability,135,Mental
phecode_674,93,115,111,127,117,117,110,169,147,177,0.015428002654280026,0.01907763769077638,0.018414067684140677,0.02106834771068348,0.019409422694094226,0.019412643106022896,0.01825120292019247,0.02804048448647752,0.024390243902439025,0.02936784469885515,1.9035415897279448,Disorders of pigmentation,1283,Derm
phecode_463-5,74,83,102,93,92,94,116,122,112,141,0.012181069958847737,0.013662551440329218,0.016790123456790124,0.015311162331247942,0.015146526177148501,0.015475798485347383,0.019097793875535066,0.020085610800131708,0.018439249259137307,0.023213697728021072,1.9057191040233517,Postnasal drip,1029,Resp
phecode_138-1,32,51,43,48,50,31,40,48,60,61,0.005254515599343186,0.00837575956643127,0.007061914928559698,0.00788306782722943,0.008211528986697324,0.00509114797175234,0.006569223189357858,0.00788306782722943,0.009853834784036787,0.010018065363770734,1.9065630645426177,"Nevus, non-neoplastic",464,Neoplasms
phecode_529,801,886,1019,1080,1098,1200,1255,1327,1366,1527,0.15817535545023698,0.1749605055292259,0.20122432859399683,0.2132701421800948,0.21682464454976302,0.23696682464454977,0.2478767529132925,0.2620975706103101,0.26980051352952794,0.3015998419909145,1.906743570339564,Symptoms involving digestive system,11559,GI
phecode_546-3,11,3,11,9,6,10,9,16,20,21,0.0017970919784348963,4.90115994118608e-4,0.0017970919784348963,0.0014703479823558242,9.80231988237216e-4,0.0016337199803953602,0.0014703479823558242,0.0026139519686325763,0.0032679738562091504,0.003431372549019608,1.909402852049911,Hepatomegaly,116,GI
phecode_247-51,11,6,9,9,10,9,23,19,15,21,0.0017976793593724465,9.805523778395162e-4,0.0014708285667592745,0.0014708285667592745,0.0016342539630658604,0.0014708285667592745,0.003758784115051479,0.003105590062111801,0.0024517816279830008,0.003432494279176201,1.9094029540253796,Hypocalcemia,132,Metab
phecode_515,167,195,196,233,217,269,264,255,239,319,0.028669527896995707,0.03347639484978541,0.033648068669527895,0.04,0.03725321888412017,0.046180257510729614,0.04532188841201717,0.04377682403433476,0.04103004291845493,0.05476394849785408,1.910179640718563,Heartburn and epigastric pain,2354,GI
phecode_052-1,56,58,59,79,70,85,96,89,98,107,0.00935672514619883,0.009690893901420217,0.009857978279030911,0.013199665831244779,0.011695906432748537,0.014202172096908938,0.016040100250626566,0.014870509607351713,0.016374269005847954,0.017881016042780747,1.9110335895721924,Herpes simplex,797,ID
phecode_803,46,32,44,46,48,54,53,69,65,88,0.0076095947063689,0.005293631100082713,0.00727874276261373,0.0076095947063689,0.00794044665012407,0.008933002481389578,0.008767576509511994,0.01141439205955335,0.010752688172043012,0.01455748552522746,1.9130434782608696,Snoring*,545,Signs/Symptoms
phecode_109-3,12,8,10,10,12,15,15,20,26,23,0.001959503592423253,0.0013063357282821686,0.0016329196603527107,0.0016329196603527107,0.001959503592423253,0.002449779519843214,0.002449779519843214,0.0032663726931242854,0.004246284501061571,0.0037563285970929282,1.9169796940497577,Malignant neoplasm of brain,151,Neoplasms
phecode_664-21,12,14,14,11,13,13,14,26,18,23,0.001971738416036806,0.0023003614853762734,0.0023003614853762734,0.001807426881367072,0.0021360499507065396,0.0021360499507065396,0.0023003614853762734,0.004272099901413079,0.0029580936729663105,0.0037797863599013967,1.916981648863325,Pityriasis rosea,158,Derm
